"Canis,"Canis adustus",0.00585,3.0940000000000003
"Hesperocyon","Hesperocyon",25.615000000000002,43.3
"Canis,"Canis dirus",0.06885,1.6845
"Nyctereutes","Nyctereutes",1.29985,7.0165
"Ectopocynus,"Ectopocynus simplicidens",18.2,18.2
"Osbornodon,"Osbornodon fricki",14.785,18.2
"Paraenhydrocyon,"Paraenhydrocyon wallovianus",22.615000000000002,25.615000000000002
"Euoplocyon,"Euoplocyon spissidens",18.2,18.2
"Cerdocyon,"Cerdocyon texanus",3.35,7.6000000000000005
"Vulpes,"Vulpes cascadensis",0.06885,0.06885
"Euoplocyon,"Euoplocyon brachygnathus",14.785,18.2
"Carpocyon","Carpocyon",14.1815,14.785
"Urocyon","Urocyon",0.06885,11.95
"Borophagus,"Borophagus parvus",7.6000000000000005,7.6000000000000005
"Urocyon,"Urocyon cinereoargenteus",0.00585,3.35
"Chrysocyon","Chrysocyon",1.294,1.294
"Canis","Canis",0.00585,12.809000000000001
"Canidae","Canidae",0.06885,35.55
"Oxetocyon,"Oxetocyon cuspidatus",32.05,32.05
"Vulpes","Vulpes",0.00585,7.6000000000000005
"Otocyon","Otocyon",0.39635000000000004,3.0940000000000003
"Canis,"Canis rufus",0.06885,3.35
"Canis,"Canis edwardii",1.05,14.1815
"Borophagus,"Borophagus secundus",7.6000000000000005,14.1815
"Dusicyon,"Dusicyon culpaeus",1.29985,1.29985
"Otocyon,"Otocyon megalotis",0.00585,1.29985
"Oxetocyon","Oxetocyon",32.05,32.05
"Paratomarctus,"Paratomarctus temerarius",9.25,14.895
"Hesperocyon,"Hesperocyon gregarius",32.05,38.8
"Vulpes,"Vulpes kernensis",11.95,11.95
"Canis,"Canis cedazoensis",1.05,1.05
"Borophagus,"Borophagus diversidens",3.35,3.35
"Desmocyon","Desmocyon",22.615000000000002,22.615000000000002
"Urocyon,"Urocyon progressus",3.35,3.35
"Urocyon,"Urocyon minicephalus",1.05,1.05
"Mesocyon,"Mesocyon temnodon",22.615000000000002,33.599999999999994
"Vulpes,"Vulpes velox",0.063,3.35
"Cynarctoides,"Cynarctoides luskensis",22.615000000000002,25.615000000000002
"Enhydrocyon","Enhydrocyon",25.55,32.05
"Borophagus","Borophagus",3.35,14.1815
"Paraenhydrocyon,"Paraenhydrocyon josephi",22.615000000000002,25.615000000000002
"Cynarctoides,"Cynarctoides roii",25.615000000000002,28.55
"Phlaocyon,"Phlaocyon achoros",22.615000000000002,22.615000000000002
"Cynodictis,"Cynodictis lacustris",35.55,35.95
"Sunkahetanka,"Sunkahetanka geringensis",25.615000000000002,28.55
"Aelurodon,"Aelurodon asthenostylus",14.785,18.2
"Protepicyon,"Protepicyon raki",14.785,14.785
"Protemnocyon,"Protemnocyon inflatus",33.599999999999994,33.599999999999994
"Otarocyon,"Otarocyon macdonaldi",33.599999999999994,33.599999999999994
"Urocyon,"Urocyon citrinus",3.35,3.35
"Xenocyon,"Xenocyon lycaonoides",0.4535,1.6845
"Dusicyon,"Dusicyon sechurae",0.39635000000000004,0.39635000000000004
"Vulpes,"Vulpes chama",0.00585,1.6845
"Borophagus,"Borophagus littoralis",11.95,14.1815
"Cerdocyon,"Cerdocyon avius",3.35,3.9605
"Paracynarctus,"Paracynarctus kelloggi",14.1815,18.2
"Theriodictis,"Theriodictis floridanus",3.35,3.35
"Aelurodon,"Aelurodon ferox",9.25,14.785
"Cormocyon,"Cormocyon haydeni",22.615000000000002,25.615000000000002
"Speothos","Speothos",1.29985,1.29985
"Mesocyon,"Mesocyon brachyops",25.615000000000002,25.615000000000002
"Leptocyon,"Leptocyon delicatus",25.615000000000002,25.615000000000002
"Protocyon,"Protocyon troglodytes",0.063,1.294
"Aelurodon,"Aelurodon stirtoni",11.95,14.785
"Caedocyon,"Caedocyon tedfordi",25.615000000000002,25.615000000000002
"Phlaocyon","Phlaocyon",18.2,25.615000000000002
"Cynarctus,"Cynarctus crucidens",8.470500000000001,14.1815
"Leptocyon,"Leptocyon vafer",11.95,14.785
"Leptocyon,"Leptocyon gregorii",22.615000000000002,22.615000000000002
"Cynarctoides,"Cynarctoides whistleri",18.2,18.2
"Canis,"Canis latrans",0.00585,3.35
"Canis,"Canis familiaris",0.00585,1.294
"Vulpes,"Vulpes stenognathus",1.05,14.785
"Borophagus,"Borophagus pugnator",7.6000000000000005,14.1815
"Paraenhydrocyon,"Paraenhydrocyon robustus",22.615000000000002,22.615000000000002
"Leptocyon,"Leptocyon tejonensis",11.95,11.95
"Paratomarctus,"Paratomarctus euthos",9.25,14.1815
"Nyctereutes,"Nyctereutes abdeslami",3.0940000000000003,3.0940000000000003
"Cynotherium","Cynotherium",0.06885,1.80585
"Metalopex,"Metalopex macconnelli",11.95,14.1815
"Cynarctus,"Cynarctus galushai",14.785,14.785
"Caninae","Caninae",0.06885,25.55
"Eucyon,"Eucyon davisi",3.35,14.1815
"Archaeocyon,"Archaeocyon leptodus",25.615000000000002,32.05
"Enhydrocyon,"Enhydrocyon stenocephalus",25.615000000000002,25.615000000000002
"Tephrocyon,"Tephrocyon rurestris",14.1815,14.785
"Eucyon,"Eucyon skinneri",11.95,11.95
"Canis,"Canis lupus",0.00585,3.0940000000000003
"Aelurodon","Aelurodon",8.470500000000001,14.785
"Canis,"Canis (Pseudalopex)",0.06885,1.29985
"Cynarctoides,"Cynarctoides acridens",14.785,25.615000000000002
"Protocyon","Protocyon",0.06885,1.29985
"Carpocyon,"Carpocyon limosus",7.6000000000000005,7.6000000000000005
"Epicyon","Epicyon",7.6000000000000005,11.95
"Metatomarctus,"Metatomarctus canavus",14.1815,18.2
"Philotrox,"Philotrox condoni",25.615000000000002,28.55
"Aelurodon,"Aelurodon wheelerianus",18.2,18.2
"Metalopex,"Metalopex bakeri",7.6000000000000005,7.6000000000000005
"Desmocyon,"Desmocyon thomsoni",14.1815,25.615000000000002
"Carpocyon,"Carpocyon webbi",7.6000000000000005,14.785
"Epicyon,"Epicyon aelurodontoides",7.6000000000000005,7.6000000000000005
"Osbornodon,"Osbornodon iamonensis",18.2,19.5
"Phlaocyon,"Phlaocyon taylori",25.615000000000002,27.8
"Osbornodon,"Osbornodon wangi",25.615000000000002,25.615000000000002
"Canis,"Canis mesomelas",0.00585,3.9605
"Leptocyon,"Leptocyon douglassi",25.615000000000002,28.55
"Osbornodon,"Osbornodon renjiei",32.05,33.599999999999994
"Canis,"Canis apolloniensis",1.6845,1.6845
"Psalidocyon,"Psalidocyon marianae",14.785,18.2
"Rhizocyon,"Rhizocyon oregonensis",25.615000000000002,25.615000000000002
"Canis,"Canis proplatensis",1.6845,1.6845
"Phlaocyon,"Phlaocyon latidens",25.615000000000002,32.05
"Xenocyon,"Xenocyon texanus",1.05,1.05
"Dusicyon,"Dusicyon avus",0.06885,0.3965
"Carpocyon,"Carpocyon compressus",13.135000000000002,14.785
"Theriodictis","Theriodictis",0.06885,1.6845
"Cynarctoides,"Cynarctoides harlowi",22.615000000000002,22.615000000000002
"Borophaginae","Borophaginae",7.6000000000000005,22.615000000000002
"Borophagus,"Borophagus orc",4.4665,7.6000000000000005
"Osbornodon,"Osbornodon sesnoni",25.615000000000002,32.05
"Ectopocynus,"Ectopocynus intermedius",25.615000000000002,25.615000000000002
"Cynarctus","Cynarctus",11.95,14.785
"Desmocyon,"Desmocyon matthewi",18.2,18.2
"Enhydrocyon,"Enhydrocyon pahinsintewakpa",22.615000000000002,28.55
"Protomarctus,"Protomarctus optatus",14.1815,18.205000000000002
"Alopex,"Alopex lagopus",0.00585,1.05
"Tomarctus,"Tomarctus brevirostris",14.1815,18.2
"Cuon,"Cuon alpinus",0.06885,1.29985
"Microtomarctus,"Microtomarctus conferta",14.1815,18.2
"Pseudalopex,"Pseudalopex gymnocercus",0.00585,1.6845
"Vulpes,"Vulpes vulpes macroura",0.06885,0.06885
"Cormocyon,"Cormocyon copei",14.1815,28.55
"Phlaocyon,"Phlaocyon marslandensis",18.2,18.2
"Tomarctus,"Tomarctus hippophaga",14.1815,18.2
"Epicyon,"Epicyon haydeni",7.6000000000000005,18.2
"Leptocyon,"Leptocyon mollis",25.615000000000002,25.615000000000002
"Lycaon,"Lycaon pictus",0.00585,1.29985
"Canini","Canini",3.35,7.6000000000000005
"Leptocyon,"Leptocyon matthewi",9.25,11.95
"Chrysocyon,"Chrysocyon brachyurus",1.294,1.6845
"Cynodictis","Cynodictis",31.0,52.2
"Aelurodon,"Aelurodon mcgrewi",14.1815,14.785
"Leptocyon","Leptocyon",11.95,25.615000000000002
"Osbornodon,"Osbornodon brachypus",18.2,22.615000000000002
"Protocyon,"Protocyon orcesi",0.39635000000000004,0.39635000000000004
"Osbornodon,"Osbornodon scitulus",18.2,18.2
"Gobicyon","Gobicyon",10.6515,12.719999999999999
"Neovulpavus,"Neovulpavus washakius",43.3,43.3
"Tomarctus","Tomarctus",11.95,14.895
"Phlaocyon,"Phlaocyon mariae",18.2,18.2
"Hesperocyon,"Hesperocyon coloradensis",33.599999999999994,33.599999999999994
"Phlaocyon,"Phlaocyon annectens",22.615000000000002,22.615000000000002
"Metalopex,"Metalopex merriami",7.6000000000000005,14.1815
"Vulpini","Vulpini",0.06885,0.06885
"Alopex","Alopex",2.6723500000000002,2.6723500000000002
"Aelurodon,"Aelurodon montanensis",14.785,14.785
"Cynarctoides,"Cynarctoides lemur",22.615000000000002,28.55
"Canis,"Canis thooides",3.35,3.35
"Phlaocyon,"Phlaocyon yatkolai",18.2,18.2
